TV_ID,Dialogue_ID,Utterance_ID,Speaker,Gender,Age,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,Scene,FacePosition_LU,FacePosition_RD,Sentiment,Emotion,DA,Utterance
4,04_722,04_722_000_merged,王媛,female,young,low,high,low,high,high,hospital,381_44,618_302,negative,negative-other,thanking,Thank you
4,04_722,04_722_001_merged,彭永辉,male,middle-aged,low,low,low,low,high,hospital,265_36,373_148,neutral,neutral,conventional-closing,I'm leaving now
4,04_723,04_723_000_merged,彭永辉,male,middle-aged,low,low,low,low,high,entertainment-venue,186_24,425_315,positive,happy,statement-opinion,Sweetie is having so much fun
4,04_723,04_723_001_merged,周芳,female,middle-aged,high,low,low,low,low,entertainment-venue,391_7,725_381,positive,happy,statement-opinion,Not only is he happy I'm also very happy
4,04_723,04_723_003_merged,彭永辉,male,middle-aged,low,low,low,low,high,entertainment-venue,175_39,409_344,"positive, negative","positive-other, negative-other","apology, statement-opinion, other",Dear I haven't cared enough about you and Sweetie before I'm sorry I always thought that as a man the most important task was to make money As long as I earn enough money with a financial foundation the family will definitely be happy Now it seems my thinking was too simplistic
4,04_723,04_723_012_merged,周芳,female,middle-aged,high,low,low,low,low,entertainment-venue,378_52,641_348,"negative, neutral","negative-other, neutral","apology, statement-opinion","That's not true, husband I also have many excessive behaviors"
4,04_723,04_723_014_merged,彭永辉,male,middle-aged,low,low,low,low,high,entertainment-venue,203_26,377_313,"negative, neutral","depress, negative-other, neutral","statement-opinion, other","Dear Really Can we stop arguing in the future, okay? It's too exhausting. I have no relationship with that Wang Yuan I just feel this little girl has it tough And in my heart There really is a particularly strange psychology I always want to help her, it's that simple"
4,04_723,04_723_023_merged,周芳,female,middle-aged,high,low,low,low,low,entertainment-venue,405_41,662_352,"positive, neutral","relaxed, neutral",statement-opinion,I know every man has a bit of heroism in his heart It should be called hero saving the beauty
4,04_724,04_724_000_merged,韩文静,female,young,high,high,high,low,low,hospital,373_71,413_126,negative,negative-other,question,Are you still angry?
4,04_724,04_724_001_merged,成晓峰,male,young,low,low,low,high,high,hospital,324_27,397_117,negative,anger,irony,What's there to be angry about?
4,04_724,04_724_002_merged,韩文静,female,young,high,high,high,low,low,hospital,417_76,470_141,negative,negative-other,statement-opinion,"Listen to me explain, it's not what you think Listen to my explanation"
4,04_725,04_725_000_merged,成晓峰,male,young,low,low,low,high,high,hospital,414_112,613_382,negative,anger,"statement-opinion, other, irony","What else is there to explain? Han Wenjing You can treat your best Friend like this, how can you treat others? It’s easy to imagine"
4,04_725,04_725_005_merged,韩文静,female,young,high,high,high,low,low,hospital,15_188,200_382,negative,depress,statement-opinion,"Wait, Zhou Xiaobei is my best friend He is very stubborn He is unhappy in his marriage He is in pain every day I can only do this So he can divorce Fan Bin Besides, I have nothing to do with Fan Bin"
4,04_725,04_725_012_merged,成晓峰,male,young,low,low,low,high,high,hospital,44_6,240_212,negative,disgust,statement-opinion,Then I've also experienced your methods on Xiao Zhuang It's outrageous
4,04_726,04_726_000_merged,韩文静,female,young,high,high,high,low,low,hospital,30_132,294_405,negative,"fear, negative-other",statement-opinion,No Xiao Zhuang was indeed found by me The matter about your ex-wife was indeed made up by me I just wanted to play a joke on him I wanted to scare him a little How do I know he will take it seriously How do I know this joke will have such a big impact on you
4,04_726,04_726_007_merged,成晓峰,male,young,low,low,low,high,high,hospital,464_12,694_181,negative,disgust,"statement-opinion, question, other",Can you stop talking Han Wenzheng I didn't understand you at all before Now I know you inside out You are the kind of person who will do anything to achieve your goals
4,04_726,04_726_012_merged,韩文静,female,young,high,high,high,low,low,hospital,196_37,414_268,negative,"depress, negative-other",statement-opinion,"I'm not, Xiao Zhuang, if he really likes you Why doesn't he trust you If he trusts you Why doesn’t he come to look for you If he really likes you He could totally come to you Ask you face to face You could explain it all clearly There wouldn't be today’s series of misunderstandings He doesn’t love you at all Besides, everything I'm doing is because I like you"
4,04_727,04_727_000_merged,成晓峰,male,young,low,low,low,high,high,hospital,465_11,678_160,negative,anger,"statement-opinion, acknowledge",That's enough I really can't accept that Someone like you who lies all the time Should never lightly say the words 'I like you'
4,04_727,04_727_004_merged,韩文静,female,young,high,high,high,low,low,hospital,508_131,743_446,negative,sadness,question,Didn't you tell me before that you liked me
4,04_727,04_727_005_merged,成晓峰,male,young,low,low,low,high,high,hospital,392_12,621_178,negative,disgust,statement-opinion,Not anymore Everything you've done Makes me feel disgusted
4,04_728,04_728_000_merged,李理,male,young,low,high,high,high,high,home,447_97,513_184,negative,worried,"statement-opinion, question","Be careful, take it easy You’ve even flattened the keyboard Still getting angry about Han Wenzheng"
4,04_728,04_728_003_merged,周小北,female,young,high,high,low,low,high,home,353_53,586_333,negative,anger,statement-opinion,Don't mention Han Wenzheng to me Do you think he is sick? She broke up with Cheng Xiaofeng herself. He said I leaked the secret. He said I ruined it. I'm still not investigating why he and Fan Bin can say that about me; isn't that crazy?
4,04_728,04_728_009_merged,李理,male,young,low,high,high,high,high,home,280_46,491_325,positive,relaxed,statement-opinion,What are you all doing? Is it a dog-eat-dog situation?
4,04_728,04_728_011_merged,周小北,female,young,high,high,low,low,high,home,374_67,561_377,negative,anger,"statement-opinion, command",No insulting dogs allowed. Pour me another cup.
4,04_728,04_728_013_merged,李理,male,young,low,high,high,high,high,home,303_25,506_263,"positive, neutral","positive-other, neutral","comfort, question",Don't be angry. What are you looking at?
4,04_729,04_729_000_merged,周小北,female,young,high,high,low,low,high,home,377_51,598_299,negative,negative-other,statement-opinion,Do those patterns on the roof look like spider webs? Silent as a whisper. Keep a close eye on all the shady dealings happening in this room.
4,04_729,04_729_003_merged,李理,male,young,low,high,high,high,high,home,213_28,612_333,"negative, neutral","worried, neutral","statement-opinion, command",This wall needs painting. It's all cracked. You're overthinking it. You've got yourself stuck in a dead-end. The priority is to stop writing right now. Let's go out for a walk.
4,04_729,04_729_009_merged,周小北,female,young,high,high,low,low,high,home,395_50,642_304,negative,negative-other,reject,You can go. I don't want to go.
4,04_729,04_729_011_merged,李理,male,young,low,high,high,high,high,home,287_26,521_316,negative,depress,statement-opinion,"If you can't write, just don't write now."
4,04_729,04_729_012_merged,周小北,female,young,high,high,low,low,high,home,420_48,677_308,negative,negative-other,statement-opinion,It's getting late. Go home early. I want to be alone for a bit.
4,04_729,04_729_015_merged,李理,male,young,low,high,high,high,high,home,277_37,528_321,negative,worried,"statement-opinion, question, conventional-closing",Really not going out. Behave and stop writing. Get some rest. I'm leaving.
4,04_730,04_730_000_merged,樊斌,male,young,high,high,high,low,low,home,0_0,0_0,negative,negative-other,"statement-opinion, other",Xiao Bei I have something to tell you
4,04_730,04_730_002_merged,周小北,female,young,high,high,low,low,high,home,366_118,477_214,negative,disgust,statement-opinion,I hate pretending to be crazy when drunk
4,04_731,04_731_000_merged,樊斌,male,young,high,high,high,low,low,home,0_0,0_0,negative,negative-other,other,Xiao Bei
4,04_731,04_731_001_merged,周小北,female,young,high,high,low,low,high,home,0_0,0_0,negative,astonished,question,How do you still have a key
5,05_000,05_000_000_merged,关雎尔,female,young,low,low,high,high,high,home,284_40,475_228,positive,positive-other,"statement-non-opinion, question","Let's go out to celebrate a bit Just the two of us, one cup of milk tea each How about we get another box of donuts"
5,05_000,05_000_003_merged,邱莹莹,female,young,high,high,low,high,low,home,287_82,357_156,positive,happy,statement-non-opinion,Let's get another steamer of soup dumplings
5,05_000,05_000_004_merged,关雎尔,female,young,low,low,high,high,high,home,0_0,0_0,positive,positive-other,agreement,Good
5,05_001,05_001_000_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,positive,positive-other,statement-non-opinion,You eat
5,05_001,05_001_001_merged,关雎尔,female,young,low,low,high,high,high,home,0_0,0_0,positive,positive-other,statement-non-opinion,"Go ahead and eat, Yingying"
5,05_002,05_002_000_merged,邱莹莹,female,young,high,high,low,high,low,other-venue,462_140,508_194,negative,"depress, negative-other","statement-non-opinion, question","Lately, I’ve been feeling like I can’t get enough to eat I’m exhausted every day I also feel like I’ve lost weight Do you think I should go back home Is there any future staying in Shanghai You know I’ve been working hard for a year without eating or drinking and I can only buy two square meters of a house and it's always in remote areas But if I go back home and take the civil service exam I wouldn’t have to calculate every penny"
5,05_002,05_002_010_merged,关雎尔,female,young,low,low,high,high,high,other-venue,276_58,392_198,neutral,neutral,question,Why don’t you just try taking the exam
5,05_002,05_002_011_merged,邱莹莹,female,young,high,high,low,high,low,other-venue,302_37,437_173,negative,depress,"quotation, statement-non-opinion, statement-opinion","Don’t mention it As soon as I talk about going home, my dad goes crazy He acts like it’s life or death, saying things like kids back home have no future and wants me to make a good life in Shanghai Didn’t he just send me 5,000 yuan To be honest I've grown up this much now I still have to ask my family for money I feel particularly bad inside But I can't refuse I'm just afraid that if I keep asking It'll become something taken for granted"
5,05_003,05_003_000_merged,关雎尔,female,young,low,low,high,high,high,other-venue,395_26,599_244,"neutral, negative","depress, neutral","comfort, statement-non-opinion, agreement","Me too My mom just told me today that she bought me a few autumn outfits I didn't dare to say anything Don't be too upset either Once you pass the CPA exam, things will be different At that time your monthly salary will at least Double"
5,05_003,05_003_007_merged,邱莹莹,female,young,high,high,low,high,low,other-venue,234_70,377_212,negative,depress,"statement-non-opinion, question",Do you think this exam is so easy With my intelligence It's definitely hopeless
5,05_004,05_004_000_merged,邱莹莹,female,young,high,high,low,high,low,home,130_17,289_157,"positive, negative","depress, happy",statement-non-opinion,The chocolate looks delicious This makes our donuts How can we bear this
5,05_004,05_004_003_merged,关雎尔,female,young,low,low,high,high,high,home,326_27,460_149,positive,happy,statement-non-opinion,Let me check what this is
5,05_004,05_004_004_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,positive,"positive-other, happy","statement-non-opinion, statement-opinion, question","Master-level chocolate That's really generous So delicious, Guan Guan What do you think our neighbor does That outfit looks very ordinary But on her it looks Stunning"
5,05_004,05_004_011_merged,关雎尔,female,young,low,low,high,high,high,home,460_28,662_262,"positive, neutral","positive-other, neutral",statement-non-opinion,"I didn't really notice what brand it was But I recognized the pompom on her bag That pompom is Fendi's My mom also has a bag from that brand, it's very expensive But they can send such good chocolate Other things definitely won't be cheap either"
5,05_004,05_004_017_merged,邱莹莹,female,young,high,high,low,high,low,home,137_30,403_310,negative,depress,"interjection, statement-non-opinion","That's it A true rich beauty Right now, I'm envious and jealous of her, just not hating A box of chocolate has completely won me over I'm so shameless"
5,05_004,05_004_022_merged,关雎尔,female,young,low,low,high,high,high,home,421_27,666_248,"positive, negative","positive-other, depress","statement-non-opinion, agreement","That's right, I just heard them say those things I'm not very happy about it But when I saw Xiaoqi greet us so warmly I immediately stopped being angry Besides, there’s such delicious chocolate I'll have another one"
5,05_005,05_005_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,129_5,272_129,"positive, negative","positive-other, depress, negative-other","statement-non-opinion, question, other","This is too small, right? The structure is also bad This furniture is too simple Let's lay out these photos This one is good Xiaoxiao Xiaoxiao Dad has renovated the villa for you You should still go live over there Or just go home The house is so big It feels empty with just me and your mom living here"
5,05_005,05_005_012_merged,曲筱绡,female,young,low,high,high,low,high,home,180_26,299_152,"neutral, negative","depress, negative-other, neutral","statement-non-opinion, question, irony","Dad, can you sit for a bit? You keep nagging on and on How can this house be as bad as you say? Living alone in such a big house is totally enough for me ""Besides, where do you see a kid my age still living with their parents?"" I am back to work. You have to fend for yourself. Right? I'm this old now. ""You're still relying on the fact that you bought a villa with my mom."" Aren't I just slapping myself?"
5,05_006,05_006_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,159_97,383_358,"positive, negative","positive-other, depress","statement-non-opinion, statement-opinion",Have ambition. But dad can't bear to see his precious daughter suffer.
5,05_006,05_006_002_merged,曲筱绡,female,young,low,high,high,low,high,home,476_15,694_262,"neutral, negative","depress, neutral","quotation, statement-non-opinion, irony","""Who has this?"" So delicate. As the saying goes, How capable are you? ""Enjoy the blessings to the fullest."" If you want to spend money, you have to earn it yourself."
5,05_007,05_007_000_merged,曲筱绡,female,young,low,high,high,low,high,home,356_73,489_195,negative,anger,question,What’s going on?
5,05_007,05_007_001_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,163_39,330_217,negative,anger,question,Are you back to help or to hold us back?
5,05_007,05_007_002_merged,曲筱绡,female,young,low,high,high,low,high,home,224_52,350_206,negative,depress,"question, answer","Of course, I'm here to help. Wasn't it you who instigated me to come back and help fight for the inheritance?"
5,05_007,05_007_004_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,248_19,418_270,negative,"anger, depress","statement-non-opinion, question, irony","""You still remember that I'm the one who brought you back to fight for the inheritance."" Your dad bought luxury cars for his ex-wife and son. Buy a villa. ""Two companies under my command."" All the millions in revenue each year go to your brother. You finally decided to come back. Mom put in a lot of effort to persuade Dad to buy you a villa. You've really come all the way here to live in this apartment, huh? Which song are you singing?"
5,05_007,05_007_013_merged,曲筱绡,female,young,low,high,high,low,high,home,0_0,0_0,neutral,neutral,statement-opinion,"You wouldn't understand this, would you?"
5,05_008,05_008_000_merged,樊胜美,female,young,low,high,low,high,high,home,297_55,409_183,negative,negative-other,statement-non-opinion,"""I'm back."""
5,05_008,05_008_001_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,positive,relaxed,"statement-opinion, other",Sister Fan It looks promising
5,05_008,05_008_003_merged,樊胜美,female,young,low,high,low,high,high,home,0_0,0_0,negative,disgust,statement-non-opinion,No chance
5,05_009,05_009_000_merged,樊胜美,female,young,low,high,low,high,high,home,0_0,0_0,negative,depress,question,"Should I lower my standards, like a beat-up car or a regular apartment, just like the two-bedroom next door?"
5,05_009,05_009_001_merged,邱莹莹,female,young,high,high,low,high,low,home,347_46,556_279,negative,depress,"statement-opinion, answer","2203 definitely won't do, first of all, the gender doesn't meet the standard Plus, she's a super rich beauty; when I stand in front of her, I feel like a chicken next to a phoenix. Only Sister Fan can compare with her"
5,05_009,05_009_003_merged,樊胜美,female,young,low,high,low,high,high,home,194_50,377_257,negative,depress,question,"How can I compare with her? She has a house and a car, I just have a pile of old clothes"
5,05_010,05_010_000_merged,安迪,female,young,high,low,high,low,high,home,345_110,505_293,neutral,neutral,"statement-non-opinion, other","Hey, Old Tan I want to change my house"
5,05_010,05_010_002_merged,谭宗明,male,young,low,low,low,high,high,home,425_37,615_279,negative,"depress, astonished",question,No way You're looking for me early Saturday morning for this? What's wrong? Is the place not good enough? I'm looking according to your requirements
5,05_010,05_010_007_merged,安迪,female,young,high,low,high,low,high,home,232_87,311_194,negative,depress,statement-non-opinion,The house is fine The neighbors are terrible Those young girls are quite noisy
5,05_010,05_010_010_merged,谭宗明,male,young,low,low,low,high,high,home,296_20,488_236,neutral,neutral,statement-non-opinion,"You say change it, then let's change it It was just a temporary spot I found for you Since that's the case I might as well buy a flat by the river in the name of the company for you Consider it an investment; it's convenient for you to live in"
5,05_010,05_010_015_merged,安迪,female,young,high,low,high,low,high,home,196_30,457_237,neutral,neutral,"statement-non-opinion, question","Remember, I want it to be quiet With fewer people And it can't be too far from the company A 20-minute drive is okay"
5,05_011,05_011_000_merged,曲筱绡,female,young,low,high,high,low,high,home,348_40,562_288,neutral,neutral,"statement-opinion, other",Dad Can you get me a car?
5,05_011,05_011_002_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,167_46,365_255,neutral,neutral,question,"What car do you want? You just say it, and as long as you like it, Dad will buy it for you"
5,05_011,05_011_003_merged,曲筱绡,female,young,low,high,high,low,high,home,323_18,511_269,neutral,neutral,"statement-non-opinion, statement-opinion, interjection","What to buy? Isn’t there a little Polo for grocery shopping at home? Just give me that, it's just a means of transportation anyway Why spend so much money? One traffic jam, regardless of whether it's a Maserati or a Lamborghini, they all come to a standstill, just like a little Polo If something happened and it got into an accident, that would be so expensive, I can't afford it By the way, Dad I've made a huge determination to come back to work this time I'm starting at the company tomorrow, you have to treat me equally, no bullying"
5,05_011,05_011_010_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,134_71,393_257,neutral,neutral,"statement-non-opinion, statement-opinion, irony","How could that be? You are my daughter Dad is looking forward to your success, why would I bully you?"
5,05_011,05_011_013_merged,曲筱绡,female,young,low,high,high,low,high,home,288_41,560_239,neutral,neutral,"statement-opinion, command","Alright then, you give me the best company I want to be the branch manager"
5,05_012,05_012_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,139_43,384_276,negative,astonished,question,What did you just say? You want to be a manager?
5,05_012,05_012_002_merged,曲筱绡,female,young,low,high,high,low,high,home,0_0,0_0,neutral,neutral,answer,Yeah
5,05_012,05_012_003_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,0_0,0_0,positive,happy,"statement-opinion, question, irony",Silly daughter Do you think being a manager is that easy? You don't know anything about managing a company
5,05_012,05_012_006_merged,曲筱绡,female,young,low,high,high,low,high,home,0_0,0_0,positive,happy,statement-non-opinion,I can learn if I don’t know
5,05_013,05_013_000_merged,曲筱绡,female,young,low,high,high,low,high,car,0_0,0_0,positive,positive-other,"statement-non-opinion, question","Who won? Of course, it was me I'm putting in this much effort Plus, my mom is there fanning the flames Dad is definitely not going to reject it, within three days he will definitely make me a manager"
5,05_013,05_013_005_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,295_53,445_244,neutral,neutral,"statement-non-opinion, question, agreement, interjection","Of course, that awful neighborhood You can even live there, in terms of hard work, Qu Lianjie is no match for you By the way Do you want to go out tonight? My friend's bar is opening"
5,05_013,05_013_009_merged,曲筱绡,female,young,low,high,high,low,high,car,150_16,369_319,neutral,neutral,statement-non-opinion,"It's just right, yesterday nobody had fun So, help me gather a group Tonight, I'm treating everyone to drinks. If any friend's interested in coming, feel free to come It's a good time to network"
5,05_013,05_013_014_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,239_28,473_260,neutral,neutral,"statement-non-opinion, acknowledge","Okay I'll invite a few classmates tonight Also, a few of my friends will definitely need this for future business"
5,05_014,05_014_000_merged,曲筱绡,female,young,low,high,high,low,high,car,98_17,377_320,positive,positive-other,statement-non-opinion,Send me the address Let's meet tonight
5,05_014,05_014_002_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,other-venue,0_0,0_0,neutral,neutral,statement-non-opinion,8 PM at MINT bar
5,05_015,05_015_000_merged,樊胜美,female,young,low,high,low,high,high,home,221_73,307_189,"negative, neutral","worried, neutral","statement-non-opinion, question",There's a bar opening today A friend took me to their opening party What should I wear
5,05_015,05_015_003_merged,邱莹莹,female,young,high,high,low,high,low,home,246_13,473_209,positive,positive-other,statement-non-opinion,Wear that dress you snatched at 10 from Vipshop last time
5,05_015,05_015_004_merged,樊胜美,female,young,low,high,low,high,high,home,490_74,607_220,positive,positive-other,"question, acknowledge",That one Is it this one
5,05_015,05_015_006_merged,邱莹莹,female,young,high,high,low,high,low,home,119_18,296_225,positive,positive-other,statement-non-opinion,High-end and classy
5,05_015,05_015_007_merged,樊胜美,female,young,low,high,low,high,high,home,484_45,591_155,positive,positive-other,statement-non-opinion,Low-key but luxurious with substance
5,05_016,05_016_000_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,positive,positive-other,statement-non-opinion,Bingo
5,05_016,05_016_001_merged,樊胜美,female,young,low,high,low,high,high,home,0_0,0_0,positive,positive-other,statement-non-opinion,"Sister, I'm going to change clothes"
5,05_017,05_017_000_merged,关雎尔,female,young,low,low,high,high,high,home,239_39,430_249,negative,depress,statement-non-opinion,I don't even know what time I can sleep
5,05_017,05_017_001_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,neutral,neutral,statement-non-opinion,"Right now, you're earning employee wages But thinking like a boss Just tell your boss that the network is down It's no use"
5,05_017,05_017_005_merged,关雎尔,female,young,low,low,high,high,high,home,176_43,353_197,negative,depress,"statement-opinion, statement-non-opinion, question, interjection","Do you believe our boss can come up with 100 solutions in a minute Go to Starbucks if conditions are better If conditions are worse, go to an internet café I really don't want to spend money You can just carry your laptop and wander around the neighborhood to leech off the internet I'm still honestly working This internship is ending. If my evaluation isn't good I will be eliminated But I'm very desperate Ah ah ah"
5,05_017,05_017_016_merged,邱莹莹,female,young,high,high,low,high,low,home,541_38,616_103,"neutral, negative","negative-other, neutral","statement-non-opinion, other","Guan Ju'er As a senior who graduated a year before you, I'm here to tell you You should learn more While I'm young, I should take several exams for certifications Only the hard-earned passes truly belong to you You work so hard every day for such long hours Do you have to include that on your resume? You can't write I work 16 hours a day, that's completely impossible"
5,05_017,05_017_025_merged,关雎尔,female,young,low,low,high,high,high,home,243_30,396_179,negative,negative-other,statement-non-opinion,There's 10 minutes left I need to get on the line 5 minutes early Not talking to you
5,05_018,05_018_000_merged,曲筱绡,female,young,low,high,high,low,high,entertainment-venue,626_28,878_411,neutral,neutral,statement-non-opinion,Tonight isn't that interesting Everyone is from the industry Everyone knows each other No one will have any surprises
5,05_018,05_018_004_merged,樊胜美,female,young,low,high,low,high,high,entertainment-venue,111_33,351_288,negative,negative-other,"statement-non-opinion, statement-opinion",I think it's quite interesting The DJ tonight is pretty good
5,05_018,05_018_006_merged,曲筱绡,female,young,low,high,high,low,high,entertainment-venue,0_0,0_0,neutral,neutral,"statement-non-opinion, statement-opinion","Alright In tonight's setting, it's all about the clothes, not the people Beautiful women are meant to be teased"
5,05_018,05_018_009_merged,樊胜美,female,young,low,high,low,high,high,entertainment-venue,0_0,0_0,neutral,neutral,question,"What about you, beauty?"
5,05_019,05_019_000_merged,曲筱绡,female,young,low,high,high,low,high,entertainment-venue,0_0,0_0,neutral,neutral,"statement-non-opinion, statement-opinion","Today I'm not a woman I'm here to meet people Sister Fan, that guy next to you is surrounded by pretty younger girls He probably doesn't have time for you now. If you want to leave call me I will arrange for you I won't let you feel too lonely"
5,05_019,05_019_008_merged,樊胜美,female,young,low,high,low,high,high,entertainment-venue,0_0,0_0,negative,negative-other,statement-non-opinion,"First please don’t call me sister Second, I’m just an ordinary friend with him Third, I haven’t played enough yet Once I’m done having fun, I will leave on my own"
5,05_020,05_020_000_merged,邱莹莹,female,young,high,high,low,high,low,home,0_0,0_0,positive,happy,"statement-non-opinion, question","Guan Guan, Guan Guan, quickly help me take a look, what do you think which of these two clothes looks better, this one or this one"
5,05_020,05_020_002_merged,关雎尔,female,young,low,low,high,high,high,home,230_126,348_233,negative,"depress, astonished",question,Aren't you going to the CPA class? Why dress so nicely?
5,05_020,05_020_004_merged,邱莹莹,female,young,high,high,low,high,low,home,461_29,603_165,positive,happy,"statement-non-opinion, statement-opinion","Tomorrow, I will go to class together with you There’s the finance department from our company Supervisor Bai, handsome Bai, is also going to that class with me So I want to dress beautifully to attract him"
5,05_020,05_020_008_merged,关雎尔,female,young,low,low,high,high,high,home,178_27,394_253,"negative, neutral","negative-other, neutral","statement-non-opinion, statement-opinion","Let me take a look, I feel this outfit looks better It feels more mature more professional This outfit is a bit too cute a bit childish I won't talk to you anymore, they are online again"
5,05_020,05_020_014_merged,邱莹莹,female,young,high,high,low,high,low,home,301_21,453_212,negative,worried,"statement-non-opinion, question",Work needs to be mature Does dating and attracting guys also need to be mature?
5,05_021,05_021_000_merged,关雎尔,female,young,low,low,high,high,high,home,378_103,379_103,neutral,neutral,"question, other",Sister Fan Do you want to eat late-night snacks? I’ll treat you
5,05_021,05_021_003_merged,樊胜美,female,young,low,high,low,high,high,home,411_46,547_166,negative,astonished,question,What's this for?
5,05_022,05_022_000_merged,关雎尔,female,young,low,low,high,high,high,home,273_70,339_147,neutral,neutral,statement-non-opinion,"Ying Ying, he likes that Supervisor Bai, who said they are going to the CPA class together tomorrow. Then Yingying doesn't know which outfit to wear to catch his attention So please Sister Fan help her come up with an idea"
5,05_022,05_022_003_merged,樊胜美,female,young,low,high,low,high,high,home,390_30,510_169,neutral,neutral,question,Help her choose clothes
5,05_023,05_023_000_merged,关雎尔,female,young,low,low,high,high,high,home,74_79,259_320,negative,astonished,statement-non-opinion,This is Xiao Qiu's phone
5,05_023,05_023_001_merged,樊胜美,female,young,low,high,low,high,high,home,353_27,586_281,"positive, neutral","relaxed, neutral","quotation, statement-non-opinion",Sent by Supervisor Bai Xiao Qiu I'll pick you up on my way tomorrow Please text me the address
5,05_024,05_024_000_merged,关雎尔,female,young,low,low,high,high,high,home,0_0,0_0,negative,astonished,question,On my way
5,05_024,05_024_001_merged,樊胜美,female,young,low,high,low,high,high,home,0_0,0_0,negative,"disgust, depress","statement-opinion, question",That's not right You say you don't even know the address How can you say it's on your way
5,05_025,05_025_000_merged,关雎尔,female,young,low,low,high,high,high,home,373_33,614_256,positive,happy,statement-non-opinion,"It turns out these two people are in love If Xiao Qiu had seen this message just now, she would definitely be so excited she couldn't sleep"
5,05_025,05_025_002_merged,樊胜美,female,young,low,high,low,high,high,home,222_8,392_205,negative,"negative-other, worried","statement-non-opinion, question, other","Guan Guan Sister, let me teach you a few principles of being a person If your heart is sincere, invitation texts should be sent out in advance at the appropriate time You need to give a girl some time to think and hold back How could it be chosen in the middle of the night Secondly If it’s an unattractive Supervisor Bai sending this kind of message Wouldn't you consider it a form of sexual harassment Then please treat everyone equally No matter how handsome Supervisor Bai is, sending such a message is sexual harassment No company allows office romance If discovered, the one who will be in trouble is just a low-tier employee like Xiao Qiu, you know?"
5,05_026,05_026_000_merged,关雎尔,female,young,low,low,high,high,high,home,493_34,726_274,negative,worried,statement-non-opinion,But if they are truly in love They can work hard to overcome any issues in the future
5,05_026,05_026_002_merged,樊胜美,female,young,low,high,low,high,high,home,147_24,290_159,negative,worried,statement-non-opinion,What efforts to overcome? The future is all too clear. Either Xiao Qiu resigns Or Bai Shuai Ge resigns
5,05_026,05_026_006_merged,关雎尔,female,young,low,low,high,high,high,home,0_0,0_0,negative,astonished,question,Why did you delete it
5,05_027,05_027_000_merged,樊胜美,female,young,low,high,low,high,high,home,205_47,353_165,negative,astonished,question,What are you doing not sleeping late at night
5,05_027,05_027_001_merged,关雎尔,female,young,low,low,high,high,high,home,534_62,649_181,"negative, neutral","worried, neutral","statement-opinion, other",Sister Fan I know what you're saying makes sense But I always feel it's not good to just delete the message And what if Bai Supervisor really likes Yingying
5,05_027,05_027_005_merged,樊胜美,female,young,low,high,low,high,high,home,188_20,359_234,negative,depress,"statement-non-opinion, statement-opinion","I'm doing this all for Xiao Qiu Alright, you and Xiao Qiu are still young You must not waste your beautiful youth on such an unsuitable man This kind of reasoning You'll understand it after you turn 30"
5,05_027,05_027_010_merged,关雎尔,female,young,low,low,high,high,high,home,604_17,784_189,negative,negative-other,"statement-non-opinion, other",Sister Fan I’ll leave a note for Yingying to choose for herself But I will relay your opinion to him And I will specify that the message was accidentally deleted by me
5,05_027,05_027_014_merged,樊胜美,female,young,low,high,low,high,high,home,317_27,680_383,negative,"depress, worried","statement-opinion, statement-non-opinion, question","When you're young, it's inevitable to be impulsive for love and do things without considering the consequences But once you realize it And when you're rational and clear-headed, you’ll find that you’re no longer young, and the opportunities before you are scarce What then Take the regret pill? Where is it I just can’t bear to see Xiao Qiu regret that's why I’m doing this Do you understand? Okay okay, you leave a note, go ahead But you must communicate it clearly"
5,05_028,05_028_000_merged,关雎尔,female,young,low,low,high,high,high,home,470_31,736_261,positive,positive-other,"statement-opinion, other",Don’t let love blind his eyes Sister Fan
5,05_028,05_028_002_merged,樊胜美,female,young,low,high,low,high,high,home,205_27,339_214,negative,negative-other,"statement-opinion, question",You're really nice Am I okay? Don't ever send me the good person card.
5,05_029,05_029_000_merged,其他,unknown,unknown,unknown,unknown,unknown,unknown,unknown,home,430_94,510_169,"negative, neutral","depress, neutral","statement-non-opinion, other","Xiaoxiao Last night, mom called you more than ten times. You didn't answer even one."
